"countryCode","regionCode","accentedName","plainName"
"CO",11,"Chocó","Choco"
"CO",10,"Cesar","Cesar"
"CO",9,"Cauca","Cauca"
"CO",32,"Casanare","Casanare"
"CO",8,"Caquetá","Caqueta"
"CO",37,"Caldas","Caldas"
"CO",36,"Boyacá","Boyaca"
"CO",35,"Bolívar","Bolivar"
"CO",34,"Bogota D.C.","Bogota D.C."
"CO",4,"Atlántico","Atlantico"
"CO",3,"Arauca","Arauca"
"CO",2,"Antioquia","Antioquia"
"CO",1,"Amazonas","Amazonas"
"CR",8,"San José","San Jose"
"CR",7,"Puntarenas","Puntarenas"
"CR",6,"Limón","Limon"
"CR",4,"Heredia","Heredia"
"CR",3,"Guanacaste","Guanacaste"
"CR",2,"Cartago","Cartago"
"CR",1,"Alajuela","Alajuela"
"CU",16,"Villa Clara","Villa Clara"
"CU",15,"Santiago de Cuba","Santiago de Cuba"
"CU",14,"Sancti Spíritus","Sancti Spiritus"
"CU",1,"Pinar del Río","Pinar del Rio"
"CU",3,"Matanzas","Matanzas"
"CU",13,"Las Tunas","Las Tunas"
"CU",4,"Isla de la Juventud","Isla de la Juventud"
"CU",12,"Holguín","Holguin"
"CU",10,"Guantánamo","Guantanamo"
"CU",9,"Granma","Granma"
"CU",2,"La Habana","La Habana"
"CU",8,"Cienfuegos","Cienfuegos"
"CU",7,"Ciego de Ávila","Ciego de Avila"
"CU",5,"Camagüey","Camaguey"
"CU","AR","Artemisa","Artemisa"
"CU","MA","Mayabeque","Mayabeque"
"CV",20,"Tarrafal","Tarrafal"
"CV",11,"São Vicente","Sao Vicente"
"CV",15,"Santa Catarina","Santa Catarina"
"CV",8,"Sal","Sal"
"CV",7,"Ribeira Grande","Ribeira Grande"
"CV",14,"Praia","Praia"
"CV",5,"Paul","Paul"
"CV",4,"Maio","Maio"
"CV",2,"Brava","Brava"
"CV",1,"Boa Vista","Boa Vista"
"CV",13,"Mosteiros","Mosteiros"
"CV",16,"Santa Cruz","Santa Cruz"
"CV",17,"São Domingos","Sao Domingos"
"CV",18,"São Filipe","Sao Filipe"
"CV",19,"São Miguel","Sao Miguel"
"CV",21,"Porto Novo","Porto Novo"
"CV",22,"Ribeira Brava","Ribeira Brava"
"CV",24,"Santa Catarina do Fogo","Santa Catarina do Fogo"
"CV",26,"São Salvador do Mundo","Sao Salvador do Mundo"
"CV",27,"Tarrafal de São Nicolau","Tarrafal de Sao Nicolau"
"CV",25,"São Lourenço dos Órgãos","Sao Lourenco dos Orgaos"
"CV",23,"Ribeira Grande de Santiago","Ribeira Grande de Santiago"
"CY",6,"Pafos","Pafos"
"CY",4,"Nicosia","Nicosia"
"CY",5,"Limassol","Limassol"
"CY",3,"Larnaka","Larnaka"
"CY",2,"Keryneia","Keryneia"
"CY",1,"Ammochostos","Ammochostos"
"CZ",52,"Praha","Praha"
"CZ",78,"South Moravian","South Moravian"
"CZ",79,"Jihočeský","Jihocesky"
"CZ",80,"Vysočina","Vysocina"
"CZ",81,"Karlovarský","Karlovarsky"
"CZ",82,"Královéhradecký","Kralovehradecky"
"CZ",83,"Liberecký","Liberecky"
"CZ",84,"Olomoucký","Olomoucky"
"CZ",85,"Moravskoslezský","Moravskoslezsky"
"CZ",86,"Pardubický","Pardubicky"
"CZ",87,"Plzeňský","Plzensky"
"CZ",88,"Central Bohemia","Central Bohemia"
"CZ",89,"Ústecký","Ustecky"
"CZ",90,"Zlín","Zlin"
"DE",15,"Thuringia","Thuringia"
"DE",10,"Schleswig-Holstein","Schleswig-Holstein"
"DE",14,"Saxony-Anhalt","Saxony-Anhalt"
"DE",13,"Saxony","Saxony"
"DE",9,"Saarland","Saarland"
"DE",8,"Rheinland-Pfalz","Rheinland-Pfalz"
"DE",7,"North Rhine-Westphalia","North Rhine-Westphalia"
"DE",6,"Lower Saxony","Lower Saxony"
"DE",12,"Mecklenburg-Vorpommern","Mecklenburg-Vorpommern"
"DE",5,"Hesse","Hesse"
"DE",4,"Hamburg","Hamburg"
"DE",3,"Bremen","Bremen"
"DE",11,"Brandenburg","Brandenburg"
"DE",16,"Berlin","Berlin"
"DE",2,"Bavaria","Bavaria"
"DE",1,"Baden-Württemberg","Baden-Wuerttemberg"
"DJ",5,"Tadjourah","Tadjourah"
"DJ",4,"Obock","Obock"
"DJ",7,"Djibouti","Djibouti"
"DJ",6,"Dikhil","Dikhil"
"DJ",1,"Ali Sabieh","Ali Sabieh"
"DJ",8,"Arta","Arta"
"DK",17,"Capital Region","Capital Region"
"DK",18,"Central Jutland","Central Jutland"
"DK",19,"North Denmark","North Denmark"
"DK",20,"Zealand","Zealand"
"DK",21,"South Denmark","South Denmark"
"DM",11,"Saint Peter","Saint Peter"
"DM",10,"Saint Paul","Saint Paul"
"DM",9,"Saint Patrick","Saint Patrick"
"DM",8,"Saint Mark","Saint Mark"
"DM",7,"Saint Luke","Saint Luke"
"DM",6,"Saint Joseph","Saint Joseph"
"DM",5,"Saint John","Saint John"
"DM",4,"Saint George","Saint George"
"DM",3,"Saint David","Saint David"
"DM",2,"Saint Andrew","Saint Andrew"
"DO",27,"Valverde","Valverde"
"DO",26,"Santiago Rodríguez","Santiago Rodriguez"
"DO",25,"Santiago","Santiago"
"DO",24,"San Pedro de Macorís","San Pedro de Macoris"
"DO",23,"San Juan","San Juan"
"DO",33,"San Cristóbal","San Cristobal"
"DO",21,"Sánchez Ramírez","Sanchez Ramirez"
"DO",20,"Samaná","Samana"
"DO",19,"Hermanas Mirabal","Hermanas Mirabal"
"DO",18,"Puerto Plata","Puerto Plata"
"DO",35,"Peravia","Peravia"
"DO",16,"Pedernales","Pedernales"
"DO",34,"Nacional","Nacional"
"DO",32,"Monte Plata","Monte Plata"
"DO",15,"Monte Cristi","Monte Cristi"
"DO",31,"Monseñor Nouel","Monsenor Nouel"
"DO",14,"María Trinidad Sánchez","Maria Trinidad Sanchez"
"DO",30,"La Vega","La Vega"
"DO",12,"La Romana","La Romana"
"DO",10,"La Altagracia","La Altagracia"
"DO",9,"Independencia","Independencia"
"DO",29,"Hato Mayor","Hato Mayor"
"DO",8,"Espaillat","Espaillat"
"DO",28,"El Seíbo","El Seibo"
"DO",11,"Elías Piña","Elias Pina"
"DO",6,"Duarte","Duarte"
"DO",4,"Dajabón","Dajabon"
"DO",3,"Barahona","Barahona"
"DO",2,"Baoruco","Baoruco"
"DO",1,"Azua","Azua"
"DO",36,"San José de Ocoa","San Jose de Ocoa"
"DO",37,"Santo Domingo","Santo Domingo"
"DZ",15,"Tlemcen","Tlemcen"
"DZ",14,"Tizi Ouzou","Tizi Ouzou"
"DZ",56,"Tissemsilt","Tissemsilt"
"DZ",55,"Tipaza","Tipaza"
"DZ",54,"Tindouf","Tindouf"
"DZ",13,"Tiaret","Tiaret"
"DZ",33,"Tébessa","Tebessa"
"DZ",53,"Tamanrasset","Tamanrasset"
"DZ",52,"Souk Ahras","Souk Ahras"
"DZ",31,"Skikda","Skikda"
"DZ",30,"Sidi Bel Abbès","Sidi Bel Abbes"
"DZ",12,"Sétif","Setif"
"DZ",10,"Saida","Saida"
"DZ",51,"Relizane","Relizane"
"DZ",29,"Oum el Bouaghi","Oum el Bouaghi"
"DZ",50,"Ouargla","Ouargla"
"DZ",9,"Oran","Oran"
"DZ",49,"Naama","Naama"
"DZ",27,"M'Sila","M'Sila"
"DZ",7,"Mostaganem","Mostaganem"
"DZ",48,"Mila","Mila"
"DZ",6,"Medea","Medea"
"DZ",26,"Mascara","Mascara"
"DZ",25,"Laghouat","Laghouat"
"DZ",47,"Khenchela","Khenchela"
"DZ",24,"Jijel","Jijel"
"DZ",46,"Illizi","Illizi"
"DZ",23,"Guelma","Guelma"
"DZ",45,"Ghardaia","Ghardaia"
"DZ",44,"El Tarf","El Tarf"
"DZ",43,"El Oued","El Oued"
"DZ",42,"El Bayadh","El Bayadh"
"DZ",22,"Djelfa","Djelfa"
"DZ",4,"Constantine","Constantine"
"DZ",41,"Chlef","Chlef"
"DZ",40,"Boumerdes","Boumerdes"
"DZ",21,"Bouira","Bouira"
"DZ",39,"Bordj Bou Arréridj","Bordj Bou Arreridj"
"DZ",20,"Blida","Blida"
"DZ",19,"Biskra","Biskra"
"DZ",18,"Béjaïa","Bejaia"
"DZ",38,"Béchar","Bechar"
"DZ",3,"Batna","Batna"
"DZ",37,"Annaba","Annaba"
"DZ",1,"Algiers","Algiers"
"DZ",36,"Aïn Témouchent","Ain Temouchent"
"DZ",35,"Aïn Defla","Ain Defla"
"DZ",34,"Adrar","Adrar"
"EC",20,"Zamora-Chinchipe","Zamora-Chinchipe"
"EC",19,"Tungurahua","Tungurahua"
"EC",18,"Pichincha","Pichincha"
"EC",17,"Pastaza","Pastaza"
"EC",23,"Napo","Napo"
"EC",15,"Morona-Santiago","Morona-Santiago"
"EC",14,"Manabí","Manabi"
"EC",13,"Los Ríos","Los Rios"
"EC",12,"Loja","Loja"
"EC",11,"Imbabura","Imbabura"
"EC",10,"Guayas","Guayas"
"EC",1,"Galápagos","Galapagos"
"EC",9,"Esmeraldas","Esmeraldas"
"EC",8,"El Oro","El Oro"
"EC",7,"Cotopaxi","Cotopaxi"
"EC",6,"Chimborazo","Chimborazo"
"EC",5,"Carchi","Carchi"
"EC",4,"Cañar","Canar"
"EC",3,"Bolívar","Bolivar"
"EC",2,"Azuay","Azuay"
"EC",22,"Sucumbios","Sucumbios"
"EC",24,"Orellana","Orellana"
"EC",26,"Santo Domingo de los Tsáchilas","Santo Domingo de los Tsachilas"
"EC",25,"Santa Elena","Santa Elena"
"EE",21,"Võrumaa","Vorumaa"
"EE",20,"Viljandimaa","Viljandimaa"
"EE",19,"Valgamaa","Valgamaa"
"EE",18,"Tartu","Tartu"
"EE",14,"Saare","Saare"
"EE",13,"Raplamaa","Raplamaa"
"EE",12,"Põlvamaa","Polvamaa"
"EE",11,"Pärnumaa","Paernumaa"
"EE",8,"Lääne-Virumaa","Laeaene-Virumaa"
"EE",7,"Lääne","Laeaene"
"EE",5,"Jõgevamaa","Jogevamaa"
"EE",4,"Järvamaa","Jaervamaa"
"EE",3,"Ida-Virumaa","Ida-Virumaa"
"EE",2,"Hiiumaa","Hiiumaa"
"EE",1,"Harjumaa","Harjumaa"
"EG",24,"Sohag","Sohag"
"EG",27,"North Sinai","North Sinai"
"EG",23,"Qena","Qena"
"EG",22,"Matruh","Matruh"
"EG",21,"Kafr el-Sheikh","Kafr el-Sheikh"
"EG",26,"South Sinai","South Sinai"
"EG",20,"Damietta","Damietta"
"EG",19,"Port Said","Port Said"
"EG",18,"Beni Suweif","Beni Suweif"
"EG",17,"Asyut","Asyut"
"EG",16,"Aswan","Aswan"
"EG",15,"Suez","Suez"
"EG",14,"Sharqia","Sharqia"
"EG",13,"New Valley","New Valley"
"EG",12,"Qalyubia","Qalyubia"
"EG",11,"Cairo","Cairo"
"EG",10,"Minya","Minya"
"EG",9,"Monufia","Monufia"
"EG",8,"Giza","Giza"
"EG",7,"Ismailia","Ismailia"
"EG",6,"Alexandria","Alexandria"
"EG",5,"Gharbia","Gharbia"
"EG",4,"Faiyum","Faiyum"
"EG",3,"Beheira","Beheira"
"EG",2,"Red Sea","Red Sea"
"EG",1,"Dakahlia","Dakahlia"
"EG",28,"Luxor","Luxor"
"ER",1,"Anseba","Anseba"
"ER",2,"Debub","Debub"
"ER",3,"Southern Red Sea","Southern Red Sea"
"ER",4,"Gash-Barka","Gash-Barka"
"ER",5,"Maekel","Maekel"
"ER",6,"Northern Red Sea","Northern Red Sea"
"ES",31,"Murcia","Murcia"
"ES","CE","Ceuta","Ceuta"
"ES",7,"Balearic Islands","Balearic Islands"
"ES",51,"Andalusia","Andalusia"
"ES",53,"Canary Islands","Canary Islands"
"ES",54,"Castille-La Mancha","Castille-La Mancha"
"ES",57,"Extremadura","Extremadura"
"ES",60,"Valencia","Valencia"
"ES",34,"Asturias","Asturias"
"ES",32,"Navarre","Navarre"
"ES",29,"Madrid","Madrid"
"ES",27,"La Rioja","La Rioja"
"ES",39,"Cantabria","Cantabria"
"ES",52,"Aragon","Aragon"
"ES",55,"Castille and León","Castille and Leon"
"ES",56,"Catalonia","Catalonia"
"ES",58,"Galicia","Galicia"
"ES",59,"Basque Country","Basque Country"
"ES","ML","Melilla","Melilla"
"ET",44,"Addis Ababa","Addis Ababa"
"ET",45,"Āfar","Afar"
"ET",46,"Amhara","Amhara"
"ET",47,"Bīnshangul Gumuz","Binshangul Gumuz"
"ET",48,"Dire Dawa","Dire Dawa"
"ET",49,"Gambela","Gambela"
"ET",50,"Harari","Harari"
"ET",51,"Oromiya","Oromiya"
"ET",52,"Somali","Somali"
"ET",53,"Tigray","Tigray"
"ET",54,"SNNPR","SNNPR"
"FI",19,"Lapland","Lapland"
"FI",18,"Kainuu","Kainuu"
"FI",17,"Northern Ostrobothnia","Northern Ostrobothnia"
"FI",16,"Central Ostrobothnia","Central Ostrobothnia"
"FI",15,"Ostrobothnia","Ostrobothnia"
"FI",14,"Southern Ostrobothnia","Southern Ostrobothnia"
"FI",13,"Central Finland","Central Finland"
"FI",12,"North Karelia","North Karelia"
"FI",11,"Northern Savo","Northern Savo"
"FI",10,"Southern Savonia","Southern Savonia"
"FI",9,"South Karelia","South Karelia"
"FI",8,"Kymenlaakso","Kymenlaakso"
"FI",6,"Pirkanmaa","Pirkanmaa"
"FI",5,"Tavastia Proper","Tavastia Proper"
"FI",2,"Finland Proper","Finland Proper"
"FI",1,"Uusimaa","Uusimaa"
"FI",7,"Päijänne Tavastia","Paijanne Tavastia"
"FI",4,"Satakunta","Satakunta"
"FJ",5,"Western","Western"
"FJ",3,"Northern","Northern"
"FJ",1,"Central","Central"
"FJ",2,"Eastern","Eastern"
"FJ",4,"Rotuma","Rotuma"
"FM",4,"Yap","Yap"
"FM",2,"Pohnpei","Pohnpei"
"FM",1,"Kosrae","Kosrae"
"FM",3,"Chuuk","Chuuk"
"FO","VG","Vágar","Vagar"
"FO","SU","Suðuroy","Suduroy"
"FO","ST","Streymoy","Streymoy"
"FO","SA","Sandoy","Sandoy"
"FO","NO","Norðoyar","Nordoyar"
"FO","OS","Eysturoy","Eysturoy"
"FR",93,"Provence-Alpes-Côte d'Azur","Provence-Alpes-Cote d'Azur"
"FR",52,"Pays de la Loire","Pays de la Loire"
"FR",11,"Île-de-France","Ile-de-France"
"FR",94,"Corsica","Corsica"
"FR",24,"Centre","Centre"
"FR",53,"Brittany","Brittany"
"FR",27,"Bourgogne-Franche-Comté","Bourgogne-Franche-Comte"
"FR",75,"Nouvelle-Aquitaine","Nouvelle-Aquitaine"
"FR",28,"Normandy","Normandy"
"FR",44,"Grand Est","Grand Est"
"FR",76,"Occitanie","Occitanie"
"FR",32,"Hauts-de-France","Hauts-de-France"
"FR",84,"Auvergne-Rhône-Alpes","Auvergne-Rhone-Alpes"
"GA",9,"Woleu-Ntem","Woleu-Ntem"
"GA",8,"Ogooué-Maritime","Ogooue-Maritime"
"GA",7,"Ogooué-Lolo","Ogooue-Lolo"
"GA",6,"Ogooué-Ivindo","Ogooue-Ivindo"
"GA",5,"Nyanga","Nyanga"
"GA",4,"Ngouni","Ngouni"
"GA",3,"Moyen-Ogooué","Moyen-Ogooue"
"GA",2,"Haut-Ogooué","Haut-Ogooue"
"GA",1,"Estuaire","Estuaire"
"GB","WLS","Wales","Wales"
"GB","SCT","Scotland","Scotland"
"GB","NIR","Northern Ireland","Northern Ireland"
"GB","ENG","England","England"
"GD",6,"Saint Patrick","Saint Patrick"
"GD",5,"Saint Mark","Saint Mark"
"GD",4,"Saint John","Saint John"
"GD",3,"Saint George","Saint George"
"GD",2,"Saint David","Saint David"
"GD",1,"Saint Andrew","Saint Andrew"
"GD",10,"Carriacou and Petite Martinique","Carriacou and Petite Martinique"
"GE",51,"T'bilisi","T'bilisi"
"GE",4,"Ajaria","Ajaria"
"GE",68,"Kvemo Kartli","Kvemo Kartli"
"GE",67,"Kakheti","Kakheti"
"GE",65,"Guria","Guria"
"GE",66,"Imereti","Imereti"
"GE",73,"Shida Kartli","Shida Kartli"
"GE",69,"Mtskheta-Mtianeti","Mtskheta-Mtianeti"
"GE",70,"Racha-Lechkhumi and Kvemo Svaneti","Racha-Lechkhumi and Kvemo Svaneti"
"GE",71,"Samegrelo and Zemo Svaneti","Samegrelo and Zemo Svaneti"
"GE",72,"Samtskhe-Javakheti","Samtskhe-Javakheti"
"GE",2,"Abkhazia","Abkhazia"
"GF","GF","Guyane","Guyane"
"GG",6417213,"St Pierre du Bois","St Pierre du Bois"
"GG",6417214,"Torteval","Torteval"
"GG",6417215,"Saint Saviour","Saint Saviour"
"GG",6417223,"Forest","Forest"
"GG",6417224,"St Martin","St Martin"
"GG",6417226,"Saint Andrew","Saint Andrew"
"GG",6417228,"St Peter Port","St Peter Port"
"GG",6417229,"Castel","Castel"
"GG",6417230,"Vale","Vale"
"GG",6417233,"St Sampson","St Sampson"
"GG",8989934,"Alderney","Alderney"
"GH",9,"Western","Western"
"GH",8,"Volta","Volta"
"GH",11,"Upper West","Upper West"
"GH",10,"Upper East","Upper East"
"GH",6,"Northern","Northern"
"GH",1,"Greater Accra","Greater Accra"
"GH",5,"Eastern","Eastern"
"GH",4,"Central","Central"
"GH",3,"Brong-Ahafo","Brong-Ahafo"
"GH",2,"Ashanti","Ashanti"
"GL",4,"Kujalleq","Kujalleq"
"GL",6,"Qeqqata","Qeqqata"
"GL",7,"Sermersooq","Sermersooq"
"GL",11839534,"GL.11839534","Qeqertalik"
"GL",11839537,"Avannaata","Avannaata"
"GM",5,"Western","Western"
"GM",4,"Upper River","Upper River"
"GM",7,"North Bank","North Bank"
"GM",3,"Central River","Central River"
"GM",2,"Lower River","Lower River"
"GM",1,"Banjul","Banjul"
"GN",4,"Conakry","Conakry"
"GN","B","Boke","Boke"
"GN","F","Faranah","Faranah"
"GN","K","Kankan","Kankan"
"GN","D","Kindia","Kindia"
"GN","L","Labe","Labe"
"GN","M","Mamou","Mamou"
"GN","N","Nzerekore","Nzerekore"
"GP","GP","Guadeloupe","Guadeloupe"
"GQ",3,"Annobon","Annobon"
"GQ",4,"Bioko Norte","Bioko Norte"
"GQ",5,"Bioko Sur","Bioko Sur"
"GQ",6,"Centro Sur","Centro Sur"
"GQ",7,"Kié-Ntem","Kie-Ntem"
"GQ",8,"Litoral","Litoral"
"GQ",9,"Wele-Nzas","Wele-Nzas"
"GR",736572,"Mount Athos","Mount Athos"
"GR","ESYE31","Attica","Attica"
"GR","ESYE24","Central Greece","Central Greece"
"GR","ESYE12","Central Macedonia","Central Macedonia"
"GR","ESYE43","Crete","Crete"
"GR","ESYE11","East Macedonia and Thrace","East Macedonia and Thrace"
"GR","ESYE21","Epirus","Epirus"
"GR","ESYE22","Ionian Islands","Ionian Islands"
"GR","ESYE41","North Aegean","North Aegean"
"GR","ESYE25","Peloponnese","Peloponnese"
"GR","ESYE42","South Aegean","South Aegean"
"GR","ESYE14","Thessaly","Thessaly"
"GR","ESYE23","West Greece","West Greece"
"GR","ESYE13","West Macedonia","West Macedonia"
"GT",22,"Zacapa","Zacapa"
"GT",21,"Totonicapán","Totonicapan"
"GT",20,"Suchitepeque","Suchitepeque"
"GT",19,"Sololá","Solola"
"GT",18,"Santa Rosa","Santa Rosa"
"GT",17,"San Marcos","San Marcos"
"GT",16,"Sacatepéquez","Sacatepequez"
"GT",15,"Retalhuleu","Retalhuleu"
"GT",14,"Quiché","Quiche"
"GT",13,"Quetzaltenango","Quetzaltenango"
"GT",12,"Petén","Peten"
"GT",11,"Jutiapa","Jutiapa"
"GT",10,"Jalapa","Jalapa"
"GT",9,"Izabal","Izabal"
"GT",8,"Huehuetenango","Huehuetenango"
"GT",7,"Guatemala","Guatemala"
"GT",6,"Escuintla","Escuintla"
"GT",5,"El Progreso","El Progreso"
"GT",4,"Chiquimula","Chiquimula"
"GT",3,"Chimaltenango","Chimaltenango"
"GT",2,"Baja Verapaz","Baja Verapaz"
"GT",1,"Alta Verapaz","Alta Verapaz"
"GU","PI","Piti","Piti"
"GU","SR","Santa Rita","Santa Rita"
"GU","SJ","Sinajana","Sinajana"
"GU","TF","Talofofo","Talofofo"
"GU","TM","Tamuning","Tamuning"
"GU","UM","Umatac","Umatac"
"GU","YG","Yigo","Yigo"
"GU","YN","Yona","Yona"
"GU","ME","Merizo","Merizo"
"GU","MA","Mangilao","Mangilao"
"GU","AH","Agana Heights","Agana Heights"
"GU","CP","Chalan Pago-Ordot","Chalan Pago-Ordot"
"GU","AS","Asan","Asan"
"GU","AT","Agat","Agat"
"GU","DD","Dededo","Dededo"
"GU","BA","Barrigada","Barrigada"
"GU","AN","Hagatna","Hagatna"
"GU","IN","Inarajan","Inarajan"
"GU","MT","Mongmong-Toto-Maite","Mongmong-Toto-Maite"
"GW",7,"Tombali","Tombali"
"GW",2,"Quinara","Quinara"
"GW",4,"Oio","Oio"
"GW",10,"Gabú","Gabu"
"GW",6,"Cacheu","Cacheu"
"GW",5,"Bolama and Bijagos","Bolama and Bijagos"
"GW",11,"Bissau","Bissau"
"GW",12,"Biombo","Biombo"
"GW",1,"Bafatá","Bafata"
"GY",19,"Upper Takutu-Upper Essequibo","Upper Takutu-Upper Essequibo"
"GY",18,"Upper Demerara-Berbice","Upper Demerara-Berbice"
"GY",17,"Potaro-Siparuni","Potaro-Siparuni"
"GY",16,"Pomeroon-Supenaam","Pomeroon-Supenaam"
"GY",15,"Mahaica-Berbice","Mahaica-Berbice"
"GY",14,"Essequibo Islands-West Demerara","Essequibo Islands-West Demerara"
"GY",13,"East Berbice-Corentyne","East Berbice-Corentyne"
"GY",12,"Demerara-Mahaica","Demerara-Mahaica"
"GY",11,"Cuyuni-Mazaruni","Cuyuni-Mazaruni"
"GY",10,"Barima-Waini","Barima-Waini"
"HK","NYL","Yuen Long","Yuen Long"
"HK","NTW","Tsuen Wan","Tsuen Wan"
"HK","NTP","Tai Po","Tai Po"
"HK","NSK","Sai Kung","Sai Kung"
"HK","NIS","Islands","Islands"
"HK","HCW","Central and Western","Central and Western"
"HK","HWC","Wanchai","Wanchai"
"HK","HEA","Eastern","Eastern"
"HK","HSO","Southern","Southern"
"HK","KYT","Yau Tsim Mong","Yau Tsim Mong"
"HK","KSS","Sham Shui Po","Sham Shui Po"
"HK","KKC","Kowloon City","Kowloon City"
"HK","KWT","Wong Tai Sin","Wong Tai Sin"
"HK","KKT","Kwun Tong","Kwun Tong"
"HK","NKT","Kwai Tsing","Kwai Tsing"
"HK","NTM","Tuen Mun","Tuen Mun"
"HK","NNO","North","North"
"HK","NST","Sha Tin","Sha Tin"
"HN",18,"Yoro","Yoro"
"HN",17,"Valle","Valle"
"HN",16,"Santa Bárbara","Santa Barbara"
"HN",15,"Olancho","Olancho"
"HN",14,"Ocotepeque","Ocotepeque"
"HN",13,"Lempira","Lempira"
"HN",12,"La Paz","La Paz"
"HN",11,"Bay Islands","Bay Islands"
"HN",10,"Intibucá","Intibuca"
"HN",9,"Gracias a Dios","Gracias a Dios"
"HN",8,"Francisco Morazán","Francisco Morazan"
"HN",7,"El Paraíso","El Paraiso"
"HN",6,"Cortés","Cortes"
"HN",5,"Copán","Copan"
"HN",4,"Comayagua","Comayagua"
"HN",3,"Colón","Colon"
"HN",2,"Choluteca","Choluteca"
"HN",1,"Atlántida","Atlantida"
"HR",1,"Bjelovarsko-Bilogorska","Bjelovarsko-Bilogorska"
"HR",2,"Slavonski Brod-Posavina","Slavonski Brod-Posavina"
"HR",3,"Dubrovačko-Neretvanska","Dubrovacko-Neretvanska"
"HR",4,"Istria","Istria"
"HR",5,"Karlovačka","Karlovacka"
"HR",6,"Koprivničko-Križevačka","Koprivnicko-Krizevacka"
"HR",7,"Krapinsko-Zagorska","Krapinsko-Zagorska"
"HR",8,"Ličko-Senjska","Licko-Senjska"
"HR",9,"Međimurska","Medimurska"
"HR",10,"Osječko-Baranjska","Osjecko-Baranjska"
"HR",11,"Požeško-Slavonska","Pozesko-Slavonska"
"HR",12,"Primorsko-Goranska","Primorsko-Goranska"
"HR",13,"Šibensko-Kniniska","Sibensko-Kniniska"
"HR",14,"Sisačko-Moslavačka","Sisacko-Moslavacka"
"HR",15,"Split-Dalmatia","Split-Dalmatia"
"HR",16,"Varaždinska","Varazdinska"
"HR",18,"Vukovar-Sirmium","Vukovar-Sirmium"
"HR",19,"Zadarska","Zadarska"
"HR",20,"Zagrebačka","Zagrebacka"
"HR",21,"City of Zagreb","City of Zagreb"
"HR",17,"Virovitičk-Podravska","Virovitick-Podravska"
"HT",13,"Sud-Est","Sud-Est"
"HT",12,"Sud","Sud"
"HT",11,"Ouest","Ouest"
"HT",3,"Nord-Ouest","Nord-Ouest"
"HT",10,"Nord-Est","Nord-Est"
"HT",9,"Nord","Nord"
"HT",14,"GrandʼAnse","Grandans"
"HT",7,"Centre","Centre"
"HT",6,"Artibonite","Artibonite"
"HT",15,"Nippes","Nippes"
"HU",18,"Szabolcs-Szatmár-Bereg","Szabolcs-Szatmar-Bereg"
"HU",20,"Jász-Nagykun-Szolnok","Jasz-Nagykun-Szolnok"
"HU",11,"Heves","Heves"
"HU",10,"Hajdú-Bihar","Hajdu-Bihar"
"HU",6,"Csongrád","Csongrad"
"HU",4,"Borsod-Abaúj-Zemplén","Borsod-Abauj-Zemplen"
"HU",3,"Bekes","Bekes"
"HU",24,"Zala","Zala"
"HU",23,"Veszprém","Veszprem"
"HU",22,"Vas","Vas"
"HU",21,"Tolna","Tolna"
"HU",17,"Somogy","Somogy"
"HU",16,"Pest","Pest"
"HU",14,"Nógrád","Nograd"
"HU",12,"Komárom-Esztergom","Komarom-Esztergom"
"HU",9,"Győr-Moson-Sopron","Gyor-Moson-Sopron"
"HU",8,"Fejér","Fejer"
"HU",5,"Budapest","Budapest"
"HU",2,"Baranya","Baranya"
"HU",1,"Bács-Kiskun","Bacs-Kiskun"
"ID",26,"North Sumatra","North Sumatra"
"ID",1,"Aceh","Aceh"
"ID",10,"Yogyakarta","Yogyakarta"
"ID",32,"South Sumatra","South Sumatra"
"ID",24,"West Sumatra","West Sumatra"
"ID",31,"North Sulawesi","North Sulawesi"
"ID",22,"Southeast Sulawesi","Southeast Sulawesi"
"ID",21,"Central Sulawesi","Central Sulawesi"
"ID",38,"South Sulawesi","South Sulawesi"
"ID",37,"Riau","Riau"
"ID",18,"East Nusa Tenggara","East Nusa Tenggara"
"ID",17,"West Nusa Tenggara","West Nusa Tenggara"
"ID",28,"Maluku","Maluku"
"ID",15,"Lampung","Lampung"
"ID",14,"East Kalimantan","East Kalimantan"
"ID",13,"Central Kalimantan","Central Kalimantan"
"ID",12,"South Kalimantan","South Kalimantan"
"ID",11,"West Kalimantan","West Kalimantan"
"ID",8,"East Java","East Java"
"ID",7,"Central Java","Central Java"
"ID",30,"West Java","West Java"
"ID",5,"Jambi","Jambi"
"ID",4,"Jakarta","Jakarta"
"ID",36,"Papua","Papua"
"ID",3,"Bengkulu","Bengkulu"
"ID",2,"Bali","Bali"
"ID",33,"Banten","Banten"
"ID",34,"Gorontalo","Gorontalo"
"ID",35,"Bangka–Belitung Islands","Bangka-Belitung Islands"
"ID",29,"North Maluku","North Maluku"
"ID",39,"West Papua","West Papua"
"ID",41,"West Sulawesi","West Sulawesi"
"ID",40,"Riau Islands","Riau Islands"
"ID",42,"North Kalimantan","North Kalimantan"
"IE","C","Connaught","Connaught"
"IE","L","Leinster","Leinster"
"IE","M","Munster","Munster"
"IE","U","Ulster","Ulster"
"IL",6,"Jerusalem","Jerusalem"
"IL",5,"Tel Aviv","Tel Aviv"
"IL",4,"Haifa","Haifa"
"IL",3,"Northern District","Northern District"
"IL",2,"Central District","Central District"
"IL",1,"Southern District","Southern District"
"IL","WE","Judea and Samaria Area","Judea and Samaria Area"
